state,county
Nebraska,Platte
Iowa,Marion
West Virginia,Logan
Illinois,Bureau
Indiana,Daviess
Michigan,Emmet
Minnesota,Morrison
Alabama,Lawrence
Maryland,Caroline
Oklahoma,McCurtain
Tennessee,Marshall
Illinois,Christian
Louisiana,Iberville
New Mexico,Taos
Tennessee,Rhea
Virginia,Accomack
Texas,Titus
Texas,Bee
Missouri,Lafayette
Kansas,Montgomery
Ohio,Jackson
Georgia,Lumpkin
Florida,Wakulla
South Carolina,Chester
Illinois,Randolph
Tennessee,Henry
Indiana,Clinton
Alaska,Juneau
Indiana,Jefferson
Indiana,Greene
Maryland,Dorchester
Mississippi,Bolivar
Virginia,Amherst
Missouri,Polk
New Hampshire,Coos
Tennessee,Claiborne
Utah,Wasatch
Mississippi,Pontotoc
Missouri,Stone
Nebraska,Adams
Minnesota,Polk
Maine,Washington
Alabama,Franklin
Oklahoma,Ottawa
Louisiana,Jefferson Davis
Ohio,Hardin
Indiana,Wabash
Georgia,Pickens
Kentucky,Knox
Virginia,Petersburg
Michigan,Huron
South Carolina,Williamsburg
South Carolina,Marion
West Virginia,Marshall
Washington,Jefferson
Mississippi,Adams
New York,Schoharie
Kentucky,Marshall
North Dakota,Stark
Texas,Kleberg
Kentucky,Muhlenberg
North Dakota,Morton
California,Lassen
Virginia,Smyth
Virginia,Mecklenburg
South Carolina,Dillon
Michigan,Clare
Colorado,Summit
Wisconsin,Vernon
Colorado,Delta
Illinois,McDonough
Minnesota,Freeborn
Georgia,Gilmer
Oregon,Malheur
Virginia,Caroline
Tennessee,Obion
Pennsylvania,Elk
Vermont,Caledonia
Wyoming,Sheridan
Ohio,Gallia
Georgia,Sumter
Texas,Cass
Missouri,Dunklin
Montana,Lake
Maine,Franklin
Kentucky,Boyle
Alabama,Marion
Utah,Sanpete
Virginia,Carroll
Georgia,Wayne
Texas,Austin
Georgia,Lee
Wisconsin,Trempealeau
Georgia,White
West Virginia,Hancock
Missouri,Stoddard
Mississippi,Neshoba
Tennessee,Giles
Minnesota,Cass
Oklahoma,Caddo
Maryland,Garrett
Georgia,Haralson
Minnesota,Pine
Mississippi,Leflore
Georgia,Madison
Oklahoma,Custer
Wyoming,Park
Illinois,Logan
Michigan,Mason
West Virginia,Randolph
Vermont,Orange
West Virginia,Jackson
Virginia,Wythe
Illinois,Montgomery
Virginia,Powhatan
Kansas,Ellis
South Carolina,Jasper
Virginia,Fredericksburg
Ohio,Fayette
Missouri,Marion
Georgia,Jones
Kansas,McPherson
Mississippi,Yazoo
Texas,Palo Pinto
Tennessee,Marion
Idaho,Jefferson
Michigan,Alpena
Colorado,Morgan
Mississippi,Union
Mississippi,Copiah
Virginia,Dinwiddie
Mississippi,Tate
Indiana,Ripley
Ohio,Hocking
Mississippi,Scott
Ohio,Van Wert
Minnesota,Le Sueur
Florida,Baker
Kentucky,Meade
Texas,San Jacinto
South Dakota,Codington
Indiana,Wells
Ohio,Pike
Texas,Grimes
Tennessee,Henderson
California,Glenn
North Carolina,Cherokee
Arkansas,Carroll
Virginia,Winchester
Tennessee,Carroll
Kentucky,Montgomery
Indiana,Washington
Oklahoma,Garvin
Illinois,Iroquois
Ohio,Adams
Wisconsin,Lincoln
New Mexico,San Miguel
South Dakota,Meade
Indiana,Jennings
New Mexico,Grant
California,Del Norte
South Carolina,Union
Wisconsin,Door
Ohio,Carroll
Pennsylvania,Wyoming
Florida,Bradford
Louisiana,De Soto
North Carolina,Montgomery
Ohio,Henry
Georgia,Monroe
West Virginia,Mineral
Kentucky,Carter
Georgia,Peach
Virginia,Russell
Florida,Hardee
Georgia,Toombs
South Carolina,Edgefield
Texas,Uvalde
Kentucky,Logan
Vermont,Orleans
New Mexico,Cibola
Mississippi,Simpson
North Carolina,Ashe
West Virginia,Mason
Tennessee,White
Kentucky,Bell
South Carolina,Marlboro
Idaho,Elmore
Kentucky,Harlan
Georgia,Decatur
Kentucky,Perry
Virginia,Fluvanna
New York,Lewis
Indiana,Decatur
Wisconsin,Juneau
Texas,Gillespie
Kansas,Barton
Alabama,Geneva
Michigan,Oceana
Oregon,Tillamook
Arkansas,Johnson
Iowa,Boone
North Carolina,Currituck
Oregon,Union
Kentucky,Woodford
Kentucky,Grayson
Georgia,Upson
Indiana,Clay
Virginia,King George
Michigan,Charlevoix
Mississippi,Sunflower
Oregon,Wasco
Louisiana,West Baton Rouge
Colorado,Montezuma
Tennessee,Lauderdale
Alabama,Cherokee
Arkansas,St. Francis
Nebraska,Cass
Minnesota,Mille Lacs
Tennessee,McNairy
Georgia,Hart
Minnesota,Lyon
Georgia,Stephens
Maryland,Somerset
Colorado,Elbert
Tennessee,Hardin
Missouri,Audrain
Iowa,Benton
Louisiana,Allen
Louisiana,Morehouse
Missouri,Texas
Kentucky,Taylor
Indiana,Posey
Kansas,Franklin
South Dakota,Lawrence
Tennessee,Hardeman
Michigan,Dickinson
Michigan,Cheboygan
Georgia,Fannin
Georgia,Tattnall
Missouri,Adair
Alabama,Barbour
Texas,Shelby
Vermont,Lamoille
Virginia,Salem
Michigan,Gladwin
Mississippi,Prentiss
Missouri,Miller
Michigan,Iosco
Minnesota,Brown
Texas,Fayette
Arkansas,Cleburne
West Virginia,Nicholas
Colorado,Routt
Iowa,Plymouth
Oklahoma,Jackson
New York,Yates
Mississippi,Marion
Kentucky,Grant
Indiana,Randolph
North Carolina,Anson
Missouri,Randolph
Iowa,Bremer
Missouri,Washington
Oklahoma,Seminole
Georgia,Grady
Tennessee,Hickman
Georgia,Chattooga
Texas,Milam
Florida,Washington
South Carolina,Abbeville
Pennsylvania,Juniata
Georgia,Dawson
Colorado,Teller
Kentucky,Rowan
West Virginia,Upshur
Minnesota,Todd
Michigan,Otsego
Kentucky,Lincoln
Texas,Aransas
Michigan,Manistee
Virginia,Staunton
West Virginia,Mingo
Nevada,Churchill
Wisconsin,Waushara
Missouri,Crawford
Indiana,White
Alabama,Clarke
Georgia,Butts
New Mexico,Luna
Kentucky,Ohio
North Carolina,Hertford
Illinois,Saline
Louisiana,Sabine
Virginia,Lee
Mississippi,George
Arkansas,Poinsett
Michigan,Roscommon
Kansas,Pottawatomie
Tennessee,Macon
Arkansas,Ouachita
Virginia,Page
Alabama,Winston
Arkansas,Columbia
Indiana,Scott
Nebraska,Dawson
Idaho,Jerome
Idaho,Cassia
Wisconsin,Iowa
Oregon,Jefferson
Mississippi,Itawamba
Texas,Limestone
Louisiana,Plaquemines
Texas,Panola
West Virginia,Hampshire
Michigan,Osceola
Georgia,Union
Wyoming,Teton
Idaho,Payette
Mississippi,Coahoma
Oregon,Hood River
Michigan,Antrim
Indiana,Fayette
Kansas,Sumner
Minnesota,Meeker
Tennessee,Grainger
Ohio,Meigs
Michigan,Menominee
Texas,Hockley
Oregon,Crook
Missouri,Saline
Texas,Houston
Indiana,Starke
Virginia,Prince Edward
Missouri,Ray
Virginia,Goochland
North Carolina,Martin
Mississippi,Leake
Missouri,McDonald
Indiana,Franklin
Georgia,Franklin
South Dakota,Yankton
Georgia,Crisp
North Carolina,Caswell
Oregon,Curry
Alabama,Randolph
Kentucky,Johnson
Virginia,Rockbridge
South Carolina,Fairfield
Georgia,Emanuel
Georgia,Burke
Alabama,Bibb
Louisiana,Assumption
West Virginia,Brooke
Virginia,Hopewell
Washington,Asotin
Texas,Gray
Kentucky,Anderson
Arkansas,Clark
Colorado,Logan
Idaho,Blaine
West Virginia,Boone
Missouri,Nodaway
Louisiana,Union
Kansas,Seward
Louisiana,Grant
Kentucky,Letcher
Oklahoma,Beckham
Georgia,Mitchell
Oklahoma,Adair
Texas,Bandera
Iowa,Mahaska
Virginia,Waynesboro
Iowa,Washington
Tennessee,Overton
Mississippi,Tippah
Louisiana,Pointe Coupee
Ohio,Wyandot
Tennessee,Scott
Illinois,Jersey
Virginia,Scott
Florida,Taylor
Arkansas,Hempstead
Virginia,Buchanan
Wisconsin,Vilas
Illinois,Shelby
Missouri,Henry
Minnesota,Nobles
Washington,Klickitat
Georgia,Putnam
Washington,Pacific
Virginia,New Kent
Texas,Calhoun
Arkansas,Logan
Michigan,Leelanau
Nebraska,Gage
Kentucky,Mercer
Texas,Willacy
Illinois,Jo Daviess
Illinois,Fayette
Tennessee,Morgan
Minnesota,Wabasha
Texas,Tyler
North Carolina,Madison
Arkansas,Yell
Georgia,McDuffie
California,Colusa
Texas,Moore
Mississippi,Newton
South Carolina,Barnwell
Texas,Hutchinson
Louisiana,St. James
West Virginia,Wyoming
Utah,Sevier
Alabama,Monroe
Illinois,Perry
Texas,Colorado
Nebraska,Saunders
Iowa,Buchanan
Georgia,Meriwether
Mississippi,Grenada
Texas,Llano
North Carolina,Greene
Minnesota,Hubbard
North Dakota,Stutsman
Minnesota,Fillmore
Kentucky,Allen
Michigan,Ogemaw
Texas,Lampasas
Arkansas,Conway
West Virginia,Lincoln
Indiana,Jay
Indiana,Owen
Georgia,Dodge
Oklahoma,Texas
Arizona,La Paz
Texas,Gonzales
Indiana,Sullivan
Oklahoma,Woodward
Texas,Gaines
Idaho,Minidoka
Minnesota,Dodge
Missouri,Vernon
Iowa,Jones
North Carolina,Polk
Kentucky,Wayne
Wisconsin,Jackson
Missouri,Clinton
Georgia,Worth
Wyoming,Uinta
Indiana,Spencer
Georgia,Washington
Wisconsin,Kewaunee
Mississippi,Wayne
Kentucky,Clay
Nebraska,Washington
Louisiana,Richland
Texas,DeWitt
Wisconsin,Taylor
Utah,Carbon
South Carolina,Saluda
Iowa,Carroll
Missouri,Morgan
Arkansas,Ashley
Iowa,Winneshiek
Alabama,Pickens
Louisiana,Franklin
Kansas,Cherokee
Kentucky,Breckinridge
Nebraska,Dakota
Utah,Duchesne
Kansas,Labette
Indiana,Fulton
Wisconsin,Adams
Arkansas,Polk
Indiana,Carroll
Iowa,Buena Vista
Kentucky,Bourbon
Texas,Lavaca
North Carolina,Northampton
Texas,Jones
Iowa,Henry
North Carolina,Warren
Texas,Frio
South Dakota,Davison
Minnesota,Martin
Tennessee,DeKalb
Alabama,Butler
Iowa,Fayette
Louisiana,Concordia
Tennessee,Smith
Oklahoma,McIntosh
Texas,Freestone
Mississippi,Clay
Illinois,Douglas
Washington,Adams
South Carolina,Hampton
Colorado,Chaffee
Indiana,Orange
Montana,Lincoln
Maryland,Kent
Virginia,Greene
Texas,Montague
Tennessee,Union
New Mexico,Lincoln
Mississippi,Tishomingo
Florida,Holmes
Iowa,Jackson
North Carolina,Bertie
Louisiana,East Feliciana
Alabama,Marengo
Wyoming,Lincoln
Georgia,Pierce
Kentucky,Marion
Kentucky,Adair
Missouri,Perry
Georgia,Elbert
Georgia,Berrien
Wisconsin,Langlade
Missouri,Benton
Indiana,Perry
Mississippi,Covington
Illinois,Crawford
Kansas,Jefferson
New Mexico,Roosevelt
Kansas,Dickinson
Ohio,Paulding
Georgia,Brantley
Wisconsin,Green Lake
Minnesota,Waseca
Texas,Deaf Smith
Kentucky,Hart
Kentucky,Harrison
Alabama,Macon
Georgia,Banks
Georgia,Long
Kentucky,Spencer
Georgia,Lamar
West Virginia,McDowell
California,Plumas
Minnesota,Houston
New Mexico,Los Alamos
Arkansas,Phillips
Georgia,Morgan
Florida,Madison
Iowa,Cedar
Missouri,Pike
Georgia,Appling
Mississippi,Attala
Tennessee,Humphreys
Arkansas,Drew
Iowa,Poweshiek
South Dakota,Beadle
Georgia,Pike
Texas,Bosque
Colorado,Otero
Mississippi,Stone
Texas,Eastland
Pennsylvania,Montour
Mississippi,Winston
Tennessee,Fentress
Missouri,Wright
Kentucky,Simpson
Iowa,Jefferson
Alaska,Bethel
Arkansas,Grant
Texas,Burleson
Texas,Young
Texas,Andrews
Illinois,Hancock
California,Inyo
Florida,Gilchrist
Colorado,Pitkin
New York,Schuyler
Arkansas,Arkansas
Virginia,Southampton
Colorado,Park
Missouri,Ste. Genevieve
Tennessee,Unicoi
Kentucky,Russell
North Carolina,Yancey
Tennessee,Johnson
Virginia,Westmoreland
Virginia,Patrick
Arkansas,Franklin
Mississippi,Holmes
West Virginia,Morgan
Arkansas,Randolph
Virginia,Radford
Missouri,Cooper
Iowa,Clayton
Tennessee,Haywood
Michigan,Benzie
South Dakota,Hughes
Michigan,Kalkaska
Missouri,New Madrid
North Carolina,Avery
Missouri,Andrew
Kentucky,McCreary
Wisconsin,Richland
Kentucky,Garrard
Virginia,Colonial Heights
California,Mariposa
Illinois,Edgar
South Carolina,Lee
Georgia,Greene
Idaho,Gem
Massachusetts,Dukes
Texas,Falls
Texas,Leon
Mississippi,Chickasaw
Tennessee,Chester
Iowa,Delaware
Georgia,Cook
Nebraska,Seward
Illinois,Warren
Arkansas,Sharp
Alabama,Henry
Iowa,Dickinson
Kentucky,Mason
Texas,Scurry
Arkansas,Sevier
Iowa,Hardin
Virginia,Buckingham
Texas,Lee
Iowa,Crawford
Georgia,Ben Hill
Iowa,Tama
Arkansas,Jackson
Texas,Robertson
Virginia,Manassas Park
Illinois,Union
Indiana,Parke
Virginia,Bristol
West Virginia,Taylor
New Mexico,Socorro
Maine,Piscataquis
Nevada,Humboldt
Arkansas,Cross
Kentucky,Rockcastle
Tennessee,Polk
Pennsylvania,Potter
Colorado,Gunnison
Washington,San Juan
Virginia,Giles
Wisconsin,Lafayette
Tennessee,Wayne
Virginia,King William
Missouri,Pemiscot
Georgia,Rabun
Arkansas,Van Buren
Indiana,Rush
West Virginia,Barbour
Missouri,Dallas
Florida,Dixie
Illinois,Bond
Arkansas,Lawrence
Alabama,Washington
Virginia,Brunswick
Oklahoma,Marshall
Mississippi,Jasper
Alabama,Fayette
Arkansas,Marion
Montana,Hill
Indiana,Fountain
Oklahoma,Pawnee
Idaho,Idaho
Illinois,Wayne
Illinois,Piatt
Wisconsin,Sawyer
Montana,Park
Missouri,Bates
Kansas,Atchison
North Dakota,Richland
Wisconsin,Crawford
Iowa,Clay
Arkansas,Madison
Georgia,Dade
Iowa,Iowa
West Virginia,Lewis
Tennessee,Benton
Kansas,Neosho
Colorado,Alamosa
Minnesota,Kanabec
Missouri,Moniteau
Georgia,Telfair
Illinois,Lawrence
Oregon,Baker
Iowa,Madison
Mississippi,Smith
Louisiana,Claiborne
Nebraska,Otoe
Illinois,De Witt
Kentucky,Henry
Kentucky,Casey
Kansas,Osage
Louisiana,Jackson
Minnesota,Aitkin
Texas,Pecos
Iowa,Floyd
Mississippi,Clarke
Illinois,Richland
Virginia,Grayson
Illinois,Clark
Virginia,Appomattox
Virginia,Floyd
Oklahoma,Kingfisher
Wisconsin,Washburn
Illinois,Pike
Kentucky,Lawrence
Georgia,Jefferson
Wisconsin,Ashland
Georgia,Brooks
Illinois,Mercer
Florida,Gulf
Missouri,Dent
Texas,Karnes
Indiana,Vermillion
New Mexico,Torrance
Texas,Reeves
West Virginia,Wetzel
Virginia,Nottoway
Louisiana,West Feliciana
South Dakota,Union
Minnesota,Roseau
Wisconsin,Marquette
Colorado,Grand
Florida,Union
Utah,San Juan
Wisconsin,Burnett
Iowa,Page
Minnesota,Redwood
Kentucky,Knott
Wyoming,Carbon
Ohio,Harrison
Missouri,Macon
Indiana,Tipton
Virginia,Alleghany
Idaho,Gooding
Missouri,Livingston
Michigan,Arenac
Indiana,Brown
Michigan,Gogebic
Georgia,Jeff Davis
Iowa,Mills
Michigan,Missaukee
North Carolina,Mitchell
Iowa,Hamilton
Wisconsin,Bayfield
Iowa,Kossuth
Louisiana,LaSalle
Georgia,Oglethorpe
Virginia,Williamsburg
Alabama,Cleburne
Texas,Nolan
Minnesota,Sibley
Arkansas,Clay
Tennessee,Bledsoe
Virginia,Nelson
Texas,Jackson
Tennessee,Sequatchie
Alabama,Hale
Oklahoma,Choctaw
Virginia,Dickenson
Missouri,Gasconade
South Carolina,Calhoun
Minnesota,Renville
Illinois,Moultrie
Ohio,Morgan
Kentucky,Union
Iowa,Butler
Texas,Trinity
Kansas,Bourbon
Kentucky,Pendleton
Kentucky,Fleming
North Dakota,Rolette
Pennsylvania,Fulton
Mississippi,Calhoun
Mississippi,Walthall
Illinois,Carroll
Kentucky,Trigg
Virginia,Clarke
Ohio,Noble
Tennessee,Crockett
Oklahoma,Craig
South Carolina,Bamberg
Florida,Calhoun
South Dakota,Oglala Lakota
Florida,Hamilton
Louisiana,Winn
California,Mono
Texas,Zapata
Nebraska,Saline
Colorado,Las Animas
North Carolina,Swain
Kentucky,Estill
Illinois,Massac
Kentucky,Larue
Texas,Madison
West Virginia,Braxton
Minnesota,Pennington
Tennessee,Cannon
Georgia,McIntosh
Florida,Jefferson
Mississippi,Tallahatchie
Wisconsin,Rusk
Virginia,Falls Church
North Carolina,Chowan
Iowa,Harrison
Illinois,Washington
Missouri,Cedar
West Virginia,Roane
Indiana,Newton
Georgia,Screven
South Dakota,Clay
Oklahoma,Murray
Ohio,Monroe
Wyoming,Converse
Georgia,Jasper
Texas,Newton
Michigan,Crawford
Alabama,Lamar
Illinois,White
Texas,Callahan
Alabama,Crenshaw
Iowa,O'Brien
Oklahoma,Atoka
Iowa,Allamakee
West Virginia,Hardy
Minnesota,Faribault
Alaska,Ketchikan Gateway
Nebraska,York
Georgia,Dooly
Montana,Glacier
Minnesota,Wadena
Mississippi,Greene
Illinois,Mason
Missouri,Osage
Missouri,Mississippi
Arkansas,Izard
Missouri,Ripley
Louisiana,Bienville
Texas,Comanche
Florida,Glades
Idaho,Franklin
Arkansas,Lincoln
Alaska,Kodiak Island
North Carolina,Perquimans
Tennessee,Stewart
Kentucky,Lewis
Wisconsin,Price
West Virginia,Monroe
Montana,Big Horn
Washington,Pend Oreille
Oklahoma,Hughes
Kentucky,Jackson
Tennessee,Grundy
Wyoming,Goshen
Alabama,Clay
North Dakota,McKenzie
Arkansas,Howard
Missouri,Douglas
Georgia,Macon
Kentucky,Morgan
Illinois,Clay
Illinois,Ford
Kansas,Jackson
Colorado,Archuleta
Missouri,Wayne
Virginia,Madison
Illinois,Greene
Colorado,Moffat
Wisconsin,Buffalo
Texas,Lamb
Iowa,Cass
Ohio,Vinton
Kentucky,Webster
Georgia,Charlton
Idaho,Fremont
Kentucky,Breathitt
Virginia,Amelia
Alabama,Choctaw
Texas,Camp
Utah,Millard
Virginia,Martinsville
West Virginia,Summers
Texas,Wilbarger
Texas,Dawson
Georgia,Bleckley
Alabama,Sumter
Kentucky,Butler
Iowa,Wright
South Dakota,Lake
Michigan,Presque Isle
Kentucky,Caldwell
North Carolina,Pamlico
California,Trinity
Oklahoma,Haskell
Mississippi,Lawrence
Idaho,Shoshone
Indiana,Pulaski
Kansas,Allen
Texas,Terry
Missouri,DeKalb
Minnesota,Koochiching
Illinois,Johnson
Illinois,Cass
Kentucky,Magoffin
Arkansas,Stone
Iowa,Appanoose
Mississippi,Amite
Alabama,Conecuh
Indiana,Pike
Texas,Morris
Mississippi,Yalobusha
Iowa,Union
Kentucky,Bath
Arkansas,Little River
Georgia,Crawford
Kentucky,Todd
Illinois,Menard
Kentucky,Powell
Iowa,Grundy
Virginia,Lunenburg
Arkansas,Fulton
Missouri,Bollinger
Virginia,Northumberland
Missouri,Madison
Texas,Red River
New Mexico,Colfax
Texas,Live Oak
Kentucky,Edmonson
Missouri,Linn
Tennessee,Meigs
Virginia,Poquoson
Oklahoma,Okfuskee
Virginia,Charlotte
Texas,Zavala
Tennessee,Lewis
Iowa,Chickasaw
Kentucky,Washington
Colorado,Prowers
Indiana,Blackford
Mississippi,Perry
Kansas,Marion
Minnesota,Chippewa
North Carolina,Washington
Montana,Jefferson
Virginia,Northampton
Wyoming,Big Horn
Michigan,Lake
Idaho,Boundary
Florida,Franklin
Missouri,Barton
Iowa,Lyon
Texas,Rains
Washington,Skamania
Georgia,Heard
Montana,Custer
Arkansas,Desha
Tennessee,Decatur
Tennessee,Jackson
Montana,Sanders
Illinois,Marshall
Utah,Morgan
Texas,Ward
Kentucky,Martin
Georgia,Towns
West Virginia,Grant
Iowa,Shelby
North Dakota,Ramsey
Idaho,Owyhee
North Carolina,Gates
Illinois,Wabash
Virginia,Greensville
Missouri,Montgomery
Texas,Blanco
Idaho,Teton
Virginia,Sussex
Iowa,Cherokee
Mississippi,Jefferson Davis
Oklahoma,Noble
Louisiana,Madison
Colorado,Rio Grande
Oregon,Morrow
Utah,Juab
Minnesota,Cottonwood
Texas,Duval
Oklahoma,Washita
Montana,Fergus
Georgia,Pulaski
Georgia,Bacon
Montana,Richland
Iowa,Louisa
Montana,Roosevelt
Massachusetts,Nantucket
Michigan,Iron
Oklahoma,Pushmataha
Oklahoma,Johnston
Minnesota,Pope
Louisiana,West Carroll
New Mexico,Sierra
North Carolina,Alleghany
Virginia,Essex
Kentucky,Green
Minnesota,Watonwan
Nebraska,Box Butte
North Carolina,Clay
Arkansas,Bradley
Illinois,Cumberland
Nebraska,Custer
Georgia,Candler
Iowa,Hancock
Kentucky,Owen
Michigan,Mackinac
Nebraska,Red Willow
Alabama,Coosa
Arkansas,Pike
North Dakota,Walsh
Virginia,Lancaster
Texas,Franklin
Nebraska,Colfax
Idaho,Valley
North Dakota,Barnes
Mississippi,Noxubee
Georgia,Evans
Indiana,Switzerland
Alabama,Wilcox
Virginia,Middlesex
Kentucky,Carroll
Iowa,Guthrie
Missouri,Oregon
Kentucky,Monroe
Arkansas,Chicot
Iowa,Mitchell
Montana,Carbon
Washington,Lincoln
Indiana,Crawford
Minnesota,Lake
Georgia,Chattahoochee
North Carolina,Camden
Iowa,Winnebago
Texas,Sabine
Texas,Dimmit
Texas,Clay
Georgia,Lanier
Arkansas,Scott
Arkansas,Perry
Michigan,Alcona
Oklahoma,Latimer
Oklahoma,Nowata
North Dakota,Mountrail
Georgia,Early
Louisiana,St. Helena
South Dakota,Roberts
Kentucky,Leslie
Texas,Runnels
Alabama,Bullock
Missouri,Ralls
Tennessee,Trousdale
South Dakota,Butte
Indiana,Martin
South Dakota,Todd
Kentucky,Clinton
Iowa,Keokuk
Nebraska,Holt
Missouri,Iron
Iowa,Franklin
Texas,Ochiltree
Kansas,Nemaha
Utah,Emery
Alabama,Lowndes
Mississippi,Carroll
Mississippi,Montgomery
Oklahoma,Love
Missouri,Howard
Idaho,Washington
Iowa,Montgomery
Kentucky,Metcalfe
Texas,Marion
Colorado,Yuma
Louisiana,Caldwell
Missouri,Grundy
Alaska,Nome
Mississippi,Tunica
Missouri,Lewis
Minnesota,Jackson
Mississippi,Kemper
Wyoming,Sublette
West Virginia,Ritchie
Georgia,Wilkes
Virginia,Cumberland
Minnesota,Yellow Medicine
Iowa,Sac
Alaska,North Slope
Minnesota,Stevens
Mississippi,Webster
Louisiana,Catahoula
Kansas,Marshall
Iowa,Calhoun
Texas,Parmer
Georgia,Johnson
Nevada,White Pine
Kansas,Linn
Kansas,Rice
Utah,Grand
Kansas,Brown
Nebraska,Cheyenne
North Carolina,Jones
Illinois,Jasper
North Dakota,McLean
Oklahoma,Blaine
Iowa,Humboldt
South Carolina,McCormick
Arizona,Greenlee
Colorado,Clear Creek
Montana,Stillwater
Kansas,Pratt
Iowa,Emmet
Montana,Beaverhead
Missouri,Hickory
Minnesota,Rock
Minnesota,Marshall
Missouri,St. Clair
Texas,Stephens
Iowa,Clarke
Minnesota,Swift
South Dakota,Charles Mix
Nebraska,Wayne
Georgia,Irwin
Alabama,Perry
Kentucky,McLean
Michigan,Montmorency
Alaska,Valdez-Cordova
Kentucky,Livingston
Texas,Brewster
Iowa,Howard
Nebraska,Hamilton
Missouri,Ozark
Arkansas,Lee
Minnesota,Pipestone
Montana,Rosebud
Michigan,Alger
Idaho,Benewah
Montana,Deer Lodge
Nebraska,Phelps
Mississippi,Claiborne
Georgia,Montgomery
Oklahoma,Woods
Missouri,Caldwell
South Carolina,Allendale
Montana,Dawson
Georgia,Wilkinson
Iowa,Palo Alto
Kentucky,Crittenden
Wisconsin,Forest
Nebraska,Cuming
Arkansas,Montgomery
Iowa,Greene
Kansas,Cloud
Iowa,Davis
California,Modoc
Oklahoma,Kiowa
Mississippi,Wilkinson
Texas,Somervell
Texas,Jack
Georgia,Wilcox
Minnesota,Clearwater
West Virginia,Tyler
Nebraska,Dawes
Missouri,Maries
Georgia,Jenkins
Virginia,Mathews
Missouri,Carroll
Georgia,Terrell
Kentucky,Gallatin
Iowa,Monona
Kentucky,Hancock
South Dakota,Custer
Texas,Archer
West Virginia,Clay
Kansas,Wilson
Indiana,Benton
Idaho,Clearwater
Alaska,Sitka
Florida,Lafayette
Texas,Yoakum
Missouri,Monroe
Iowa,Lucas
Wyoming,Platte
Louisiana,Red River
West Virginia,Doddridge
Kentucky,Trimble
Texas,Mitchell
Georgia,Hancock
North Carolina,Graham
Nebraska,Cedar
Missouri,Harrison
Wyoming,Johnson
North Dakota,Mercer
West Virginia,Pocahontas
Georgia,Marion
Nebraska,Knox
Michigan,Baraga
Mississippi,Humphreys
West Virginia,Webster
Arkansas,Nevada
Florida,Liberty
Texas,Coleman
Texas,Hamilton
New Mexico,Quay
Alabama,Greene
Georgia,Seminole
Kentucky,Bracken
Montana,Madison
South Dakota,Turner
Minnesota,Murray
Missouri,Daviess
Texas,San Augustine
Mississippi,Choctaw
Kentucky,Lyon
Kansas,Coffey
Alaska,Kusilvak
Michigan,Oscoda
Georgia,Atkinson
Indiana,Warren
Mississippi,Benton
Georgia,Twiggs
Missouri,Shannon
Arkansas,Prairie
Illinois,Hamilton
Tennessee,Houston
Arkansas,Cleveland
Colorado,Conejos
Georgia,Taylor
Kansas,Clay
Nebraska,Keith
Texas,McCulloch
Colorado,San Miguel
Michigan,Schoolcraft
West Virginia,Gilmer
Kentucky,Ballard
Nebraska,Butler
Wyoming,Washakie
North Dakota,Traill
Iowa,Decatur
Tennessee,Perry
Nebraska,Richardson
Georgia,Turner
Georgia,Wheeler
Arkansas,Searcy
Texas,Winkler
Georgia,Lincoln
Idaho,Lemhi
Oregon,Lake
Kansas,Anderson
Arkansas,Newton
Kansas,Thomas
Iowa,Monroe
Nebraska,Merrick
Colorado,Lake
Mississippi,Franklin
Alaska,Northwest Arctic
Oklahoma,Major
Kansas,Doniphan
Texas,Castro
Idaho,Power
Tennessee,Clay
Missouri,Dade
Washington,Ferry
Texas,Goliad
Kentucky,Elliott
Utah,Kane
Missouri,Chariton
West Virginia,Pleasants
Wyoming,Crook
Montana,Valley
Kansas,Grant
Colorado,Kit Carson
Iowa,Worth
Texas,Swisher
Texas,La Salle
Oklahoma,Tillman
Tennessee,Lake
Idaho,Boise
Virginia,Rappahannock
Kansas,Kingman
Pennsylvania,Forest
South Dakota,Hutchinson
Texas,Dallam
West Virginia,Calhoun
Arkansas,Dallas
Oregon,Harney
Wisconsin,Pepin
Texas,Childress
Virginia,Lexington
Mississippi,Jefferson
Kentucky,Wolfe
Oregon,Grant
Mississippi,Quitman
Nebraska,Thurston
Kentucky,Nicholas
Iowa,Van Buren
South Dakota,Grant
Texas,Refugio
Nebraska,Jefferson
Nebraska,Pierce
Texas,Brooks
Indiana,Union
Texas,Bailey
Louisiana,East Carroll
Iowa,Adair
Arkansas,Monroe
Wyoming,Weston
Virginia,King and Queen
Vermont,Grand Isle
Virginia,Charles City
Oregon,Wallowa
West Virginia,Pendleton
West Virginia,Tucker
Texas,Presidio
Nebraska,Nemaha
Georgia,Randolph
Illinois,Schuyler
Idaho,Caribou
Kansas,Russell
North Dakota,Pembina
Iowa,Fremont
Louisiana,Cameron
South Dakota,Bon Homme
Iowa,Ida
Kansas,Wabaunsee
Kentucky,Lee
Alaska,Southeast Fairbanks
North Dakota,Benson
Montana,Powell
Illinois,Henderson
Arkansas,Lafayette
Iowa,Pocahontas
Georgia,Treutlen
Missouri,Clark
South Dakota,Fall River
Minnesota,Lac qui Parle
Montana,Blaine
Kentucky,Cumberland
Georgia,Clinch
Colorado,Huerfano
Kansas,Pawnee
Illinois,Brown
Missouri,Gentry
